mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num,verify_typ,sentiment,neg_prob,neu_prob,pos_prob
4898067540875924,2023-05-05 16:02,拉文克劳垫底辣妹,https://weibo.com/5691036102?refer_flag=1001030103_,利用了chatgpt答题，学小易给我去死吧哈哈哈 ​,微博网页版,,,,https://weibo.com/5691036102/MF9bs3FRO,0,0,0,没有认证,negative,0.4548705816268921,0.3086247146129608,0.23650462925434113
4898006774579436,2023-05-05 12:01,AI花化猾,https://weibo.com/1448591305?refer_flag=1001030103_,"昨天可汗学院的创始人在TED分享了如何通过GPT-4实现1对1辅导提高学生表现的案例，非常精彩我也学习到了4个ChatGPT新用法，分享给大家1️⃣ 阅读理解：直接和角色对话，再也不用瞎猜2️⃣ 1对1辅导：授之以渔3️⃣ AI辩手：锻炼思辨能力4️⃣ AI导师：分享学科意义下面详细展开1️⃣ 阅读理解：直接和角色对话，再也不用瞎猜「XX 这样做的目的是什么？」【阅读理解】绝对是大多数学生的梦魇，作者自己可能也忘了为什么这样写，但答题者必须要说（编）出个所以然…为什么不让 ChatGPT 带入角色，直接告诉我们呢？可汗给了一个示例：「为什么盖茨比总是盯着绿光？」这个学生让 Khanmigo (可汗学院基于 GPT-4 的 ChatBot) 化身为盖茨比，这个 Khanmigo 还真的一秒入戏，回答如下「啊，绿灯，老兄！你知道吗，它是我梦想和渴望的象征。它位于黛西·布坎南的码头尽头，在海湾对面的我的豪宅处。我长久地凝视着它，因为它代表了我对过去的渴望…」「…和与黛西——我生命中的爱人重聚的希望。绿灯不断提醒我们美国梦难以捉摸、现实与愿景之间存在巨大距离。那么，请告诉我，你是否曾经有一个看似遥不可及的梦想或渴望呢？」和角色本人对话，这个用法真是太妙了！这种方式让学习文学和历史变得生动有趣。2️⃣  1 对 1 辅导：授之以渔，而不是授之于鱼很多人对 GPT 的担心是，学生可以直接获取答案，而没有锻炼出相应的能力可汗的回应是：无论有没有 GPT，学生都可以抄作业。而且相反，其定制的 Khanmigo 会大大减少抄作业，同时提升学生能力，因为- Khanmigo上会显示：所有的聊天记录都会被老师看到，避免学生「走捷径」- 当学生说，“告诉我答案”时，Khanmigo回答：“你认为解决这个问题的下一步是什么？” 带着学生一步步解题- 当学生出错时，它能够及时发现并指出，强化推理过程- 这就是一个「授之以渔」的过程，让学生知其然并知其所以然可汗说他们在去年 8 月就拿到了 GPT-4 的权限，然后花了 6 个月时间做 prompt 工程，以及大量 fine-tune, 让 Khanmigo 学会如何一步步「授之以渔」在我们遇到问题找 ChatGPT 时，也可以试试类似的 prompt「一步步教我做 xxx」，而不是直接显示答案3️⃣ AI 辩手：锻炼思辨能力第三个让我印象深刻的例子是「辩论」。众所周知，事情越辩越明，但合适的「辩手」难求。借助 GPT-4 的能力，每一个学生都可以通过苏格拉底式的对话和辩论来进行探究本质的学习4️⃣ AI导师：分享学科意义这个例子也让我印象深刻。学生问「为什要学细胞尺寸学？我的目标是专业运动员」Khanmigo回答「太棒了！作为一名专业运动员，了解尺寸科学可以帮助您在细胞水平上理解身体的工作方式。例如，了解细胞、蛋白质和分子之间的相互作用可以帮助您…」还有理由不好好学吗?意义是我们做绝大多数事情的原因，但作为新人，又很难 get 到为啥要学 xxx, 最后导致很多重要的知识当初没有掌握王慧文也举过一个例子，说他当初最后悔没学好的就是线性代数。如果当初就有人告诉他这门学科是人工智能的基础，他一定会好好掌握有了 ChatGPT，学生再也不会有这样的遗憾了总结一下，ChatGPT类工具在教育中的4个重要用法，对成人学习也很有帮助1️⃣ 阅读理解：直接和角色对话，再也不用瞎猜2️⃣ 1对1辅导：授之以渔3️⃣ AI辩手：锻炼思辨能力4️⃣ AI导师：分享学科意义1984年就有研究表明1对1辅导可以大幅提升学生表现，但问题是成本太高，AI 让每个人都可以有机会最后谈谈我对GPT/LLM在教育中的看法人和AI的能力都可以抽象为「数据+算法+算力」新时代已来临，每隔几年就会出现新的行业产出新的数据，对我们能力的要求是，可以迅速调用算法（大脑），在算力（身体）的支撑下，基于数据产出结果新常态：花1年时间成为专家，工作3年，然后再换到新领域没有什么知识和技能可以永恒，我们的一生会在不断地学习新知识新技能中度过传统教育强调「数据」的重要性，在新时代数据的保质期大大缩短，更重要的是算法和算力这让我想到了 AI 领域的两种范式之争：BERT+Fine tuning vs LLM+prompting- BERT+Fine tuning (传统 AI)：让一个刚识字的小朋友到流水线上去训练拧螺丝，一直拧到十八岁，变成了优秀的拧螺丝工——但无法胜任其他工作。- LLM+prompting (ChatGPT)：用大量计算资源培养小朋友一直到大学毕业——虽然没有变成熟练技术工，但很多领域都能触类旁通，举一反三，很快上手。新时代的人才要求，跟打造ChatGPT是一样的，触类旁通的学习能力  某个领域的单一技能很多人批评ChatGPT答案不准确，OpenAI 联合创始人对此的回应是，其最宝贵的是推理（reasoning）能力，这就是学习能力的底层所以我的态度是，尽快和教育融合，用 AI 提升 HI(Human Intelligence)。 ",iPhone客户端,,,,https://weibo.com/1448591305/MF7BrjdjS,0,0,0,没有认证,neutral,0.22792765498161316,0.47674885392189026,0.2953234314918518
4898004954253428,2023-05-05 11:54,Get3v3rything,https://weibo.com/7783118714?refer_flag=1001030103_,💭 家中长辈有说，看别人说ai去了解ai，不如自己接触ai，才能得到属于自己的感受。其实，使用ChatGPT，不是为了说它多厉害和能多厉害，而是为了辅助自己去拓展思路，学习新知识，建立更完善的思考结构。这才是chatgpt辅助人类最好的地方。🤐 【叨一下，他是那种心态非常稳定的人】他不怎么接触网络，也不参与太多争论，更多是在接触项目和书籍知识，专注当下的团队交流与合作，以及用心呵护自己身边的人。是平和的，有秩序的，专注的，表达非常明白的人。也是我的榜样，我希望自己能获得他那般的品质，这些品质便是我的愿景的一部分。❗ 如果是依赖，一切速成到手的果实都会让我们错过了培育的经验和确切具体的认识。那使用者同ChatGPT，则是化为工具人与工具的身份。就像你接触一个知识，只是为了答题，那么大有可能会错失了很多良机。💡 另外了解ChatGPT，亦或者其他事物。我认为，自己亲力亲为是最好最直接的认识。就像你了解一个人，你是从别人口中了解，还是从接触那个人了解，所获得的感受是不一样的。 ,躺床睡觉的Android,,,,https://weibo.com/7783118714/MF7yvhQvG,0,0,0,没有认证,neutral,0.27060770988464355,0.4897618591785431,0.23963050544261932
4897375779559079,2023-05-03 18:13,夏日之阳新闻传播考研,https://weibo.com/3321496530?refer_flag=1001030103_,半夏的镇店之宝·圣典，想必大家都已经拿到手了！之前在圣典《食用指南》中已经提到，在内容上，师哥做了大规模的调整和更新，最新的热点全部都已涵盖，包括对ChatGPT的解析，以及23年全部高校考察的重点真题涉及的知识点等等。此外，我们还强调了看圣典的两个基本原则：1️⃣ 先看一遍基础书目，再看圣典。2️⃣ 要把圣典上的每部分知识，都变成自己的东西。尽管已经强调了两大原则，但是在调研之后，发现不少同学还是没有把圣典发挥到最大作用。（对此！为圣典熬了无数个夜晚的秃头诗歌万分心痛😭）于是，师哥决定，以传播学圣典为开端，对圣典进行带读，给大家打个样儿，到底该如何利用这几本新传考研界的答案之书！此次圣典带读，将与以往的参考书目带读，有重大区别。✅ 区别一：带大家初步建立传播学框架思维。一个传播学、三个大流派、九个大范式、数百个理论， 一个现象、四个问题、九个视角、万能因果…也许此刻的你云里雾里，到底该怎样建立答题框架以及树立答案思维，那你这次带读已经要跟上，师哥教你怎么在入门时期，就在思维层面，比其他同学更清晰。✅ 区别二：划重点，很直接。现在的划重点，跟冲刺时期的划重点有所不同。想必大家都有过这种体验，一开始没学好的东西，到了考试后期或者需要抱佛脚的时候，花费很大精力依旧学不会。那么此次，师哥将在大家切入正题之初，就带大家明确重点，哪些是传播学学习的重中之重，跟完带读，你会心中有数。✅ 时间：每周三、周五、周日第一节带读：5月3日（周三）晚上 19:00✅ 地点：夏日学长视频号直播（备用频道cctalk 87962149）✅ 带读对象：考研及保研同样适用，非常重要！今晚视频号，不见不散哦！！新传考研 #新闻传播考研# 中传考研新传保研#考研经验分享# ,新传考研超话,,,https://wx2.sinaimg.cn/orj360/c5fa03d2ly1hdlctmeo87j20zk1r60xw.jpg,https://weibo.com/3321496530/MERbHE6KH,0,2,4,黄V认证,neutral,0.2451511174440384,0.4635862410068512,0.2912626564502716
4897241347134129,2023-05-03 09:19,hardbye,https://weibo.com/1982813462?refer_flag=1001030103_,"选取上海市长宁区2023年高三英语二模卷语法部分，让ChatGPT4.0 解答。原题：Swimmers Enjoy Cold Swims.     Many people enjoy swimming in icy cold water. An open-air swimming pool,(21)(know)as a lido, in Bedfordshire, England, improved very popular this winter. The Woburn Lido is usually open from May to September, but this year it stayed open to swimmers throughout the autumn and winter months too.    (22)the lockdown for England was announced on 4 January, outdoor pools were allowed to remain open.“Demand has taken us by surprise,” said Murray Heining, a volunteer at the Woburn Lido. Over Christmas and New Year, the lido had to offer extra openings to keep up with the demand from swimmers.Cold-water swimming (23)(grow) in popularity in the UK over the past few years.A survey found that 7.5 million people in England had swum in outdoor pools, as well as lakes, rivers and the sea, in 2018. In some areas, such as the river Wharfe in Yorkshire, this new trend has made environmental groups think more about (24)the water is cleared of pollution and clean enough for bathers.Some people make it a regular practice; (25)just enjoy a refreshing dip on Christmas Day, Boxing Day or New Year's Day. Every year around the UK, people (26)(photograph) plunging into icy water, often in fancy dress, and the recent festive period was no exception,(27)freezing temperatures.The Outdoor Swimming Society classifies temperatures below 6°C as “Baltic"" and from6-11℃ as“freezing”. They advise people to get in the water gradually, so as (28) (not shock) the body. Likewise, they recommend warming up gradually,  and not (29)(rush)the process by leaping into a hot bath when you get out. Instead, they suggest layering up and drinking something warm.It wasn't just the water that was cold-many people experienced a white Christmas; snowfell in several counties including Yorkshire and Suffolk. Paul Davies, the UK Met Office's chief meteorologist, a scientist (30) job is to study the weather,  said the forecast indicates ""the likelihood of the cold conditions experienced recently continuing through January”.     提问：-This is grammar test part from a Chinese high school. I want you to be examinee to do this test. The rule is that after reading the passage below, fill in the blanks to make the passage coherent and grammatically correct and for the blanks with a given word, fill in each blank with the proper form of the given word; for the other blanks, use one word that best fits each blank. Please give me the right answers from 21to30 blank, and write your reasoning process step by step.ChatGPT4.0回答：21. knownThe word ""know"" should be in the past participle form ""known"" because it is used as an adjective to describe the lido.22. WhenThe word ""when"" is used to indicate the time at which the lockdown was announced.23. has grownThe present perfect tense ""has grown"" is used to show that the action started in the past and continues to the present.24. ensuringThe gerund ""ensuring"" is used to show the purpose of the environmental groups' actions.25. othersThe word ""others"" is used to contrast with ""some people"" mentioned earlier in the sentence.26. are photographedThe passive voice ""are photographed"" is used to emphasize the action of being photographed rather than the person taking the photo.27. despiteThe word ""despite"" is used to show contrast between the freezing temperatures and people still plunging into icy water.28. not to shockThe infinitive ""not to shock"" is used to show the purpose of getting in the water gradually.29. rushingThe gerund ""rushing"" is used to show the action that should be avoided when warming up.30. whoseThe relative pronoun ""whose"" is used to show possession, indicating that the job of studying the weather belongs to the scientist.Here are the completed sentences:1.  An open-air swimming pool, known as a lido, in Bedfordshire, England, improved very popular this winter.2. When the lockdown for England was announced on 4 January, outdoor pools were allowed to remain open.3. Cold-water swimming has grown in popularity in the UK over the past few years.4. In some areas, such as the river Wharfe in Yorkshire, this new trend has made environmental groups think more about ensuring the water is cleared of pollution and clean enough for bathers.5. Some people make it a regular practice; others just enjoy a refreshing dip on Christmas Day, Boxing Day or New Year's Day.6. Every year around the UK, people are photographed plunging into icy water, often in fancy dress, and the recent festive period was no exception.7. Despite freezing temperatures, people still participated in the cold-water swimming events.8.They advise people to get in the water gradually, so as not to shock the body.9. Likewise, they recommend warming up gradually, and not rushing the process by leaping into a hot bath when you get out.10. Paul Davies, the UK Met Office's chief meteorologist, a scientist whose job is to study the weather, said the forecast indicates ""the likelihood of the cold conditions experienced recently continuing through January”.对比正确答案，考察chatGPT能力。22. 正确答案是Until, till,or Before.  chatGPT填写when时间状语的从属连词，八九不离十，在匆忙和不熟悉真实场景状况下，选when情有可原。我的第一次选也是when.24. 正确答案是whether, 作为介词about的宾语从句的连接副词。chatGPT4.0 ensuring the water is cleared of pollution and clean enough for bathers. the water is cleared of pollution and clean enough for bathers作为省略连词that的宾语从句，ensure保证，作为about介词的宾语，动名词化，从语义上也准确，问题出在不熟悉上海高考语法填空的常见规则。chatGPT4.0 准确率80%， 而同样试题在chatGPT3.5, claude, sage里准确率惨不忍睹。随着chatGPT的进化迭代，英语辅导老师这个行业要灭掉，因为chatGPT也给出答题的推理过程。 ",微博网页版,,,,https://weibo.com/1982813462/MENGStVUB,0,0,0,没有认证,negative,0.39512473344802856,0.35338112711906433,0.2514941394329071
4895814503629317,2023-04-29 10:50,Lucky学姐考研教育学,https://weibo.com/6005936072?refer_flag=1001030103_,#春日升学特训营# #决战考研# #教育学考研# 考研经验｜393高分上岸，各科经验分享！【天津师范大学 · 学前教育】本期分享人：小赵学姐报考院校：天津师范大学报考专业：学前教育初试分数：393（超详细经验贴，大家根据目录来查看哦）01  /  总体介绍   02  /  政治经验   03  /  英语经验   04  /  333经验    05  /  918经验    01 总体介绍■  本人情况本科是二本院校，考研目标是天津师范大学。初试期间并没有报班，专业课使用了Lucky学姐的辅导资料。复试期间报班了，具体是否需要报班大家要看自己的实际情况哦。最终考研总分为393分，其中专业课一135分，专业课二119分。■  总体时间安排暑假之前，完成考研计划规划的制定。暑假开始，正式备考。■  择校建议择校要考虑自己的实际，不要盲目跟风。选学校急不得，我们需要去了解目标学校的分数线、进复试的人数、初复试参考书有哪些。此外，目标学校的历年真题一定要重视，把握好学校的出题风格。■  坚持才能成功！考研中会遇到各种各样的压力，如果你真的下定决心考研，请你一定要坚持住。因为只有坚持住才能看到希望，坚持住才有可能迎来成功。02 政治经验■  政治复习安排7月-8月开始看徐涛老师的政治课程视频，配合肖秀荣老师的精讲精练，学一章课程做一章1000题，暑假看完了所有的课程视频。9月-10月再过一遍1000题的错题，并在精讲精练中勾画中错题的知识点。11月继续过一遍错题，过错题的时候再看一遍本章重要知识点，期间一直跟进肖秀荣老师的新书，主要是重复重复，一天1小时就够。12月考研前一周直接背诵的四套卷大题，之前都是以选择题知识点为主。■  政治参考书以及考试答题1.政治资料全部用肖秀荣老师的。肖4的大题一定要背，拿到书就背。2.肖秀荣1000题做一遍即可，时间多的话，可以看看腿姐的模拟卷等资料。3.政治的大题，你不会的把材料全部都抄上去。一道简答题你就答个5-6行就够了，最多10行。资料里给的答案非常详细，但是考试还真不一定能写完。03 英语经验■  英语复习安排前期以记忆单词和理解基本语法为主，适当做点阅读，感受真题中单词和语法的出题形式；精读文章，培养自己做阅读的手感。中期以阅读为主，完型为辅，在完型和阅读中对真题词汇加以背诵理解， 时间主要在阅读。后期 （11月之前）开始针对新题型（小三门）进行练习，不用耗费太多精力，掌握基本方法即可。冲刺阶段（11月至上考场前）系统的对作文进行练习，把之前阅读中积累的好词好句开始融入到自己的作文模板中，形成自己的风格，做到看到作文题目就有思路，同时进行完整的真题练习。■  英语参考书以及其他建议1.英语复习使用的书有：考研真相、新东方刘畅老师作文书、田静老师句句真研。2.每天记单词50-60个，单词记忆贯穿整个考研过程不能松懈。3.每天用于英语的时间有2-3小时。4.开始做阅读以后就不要停下，随时保持手感，至少要保证2天一篇。04 333经验■  333教育综合复习总体安排复习资料：Lucky学姐333高分笔记背诵顺序：教原一教心一中教一外教复习时间：6-12月期间一共过5轮，前期每天4-5小时，后期时间还需要增加背诵方法：先把Lucky学姐高分笔记的目录翻一遍，理解整本书主要讲的是什么。前期要把书细细德看，背诵的时候把大框架小框架记熟，而旁边的解释理解即可，不必完全一样。后期就需要完全背熟，看到题可以定位到哪本书，具体哪一个章节。■  333教育综合复习注意要点1.高分扩展不能忽视，有许多题目在高分拓展可以找到。Lucky学姐公众号还会更新一些新出的教育热点，需要去关注一下。2.考研中出现不理解的问题要问清楚，购买Lucky学姐参考书时，配套了一个QQ答疑群，小白学姐跟小宇学长轮流来解答大家的疑惑。起初我没太重视这个群，无意间点开一看，一些研友问到的问题问的很好，有的我没有想到，通过看群里的问答，我自己遇到问题也会去在群里发问学姐学长也很热心的解答。这个群一直陪伴我走过初试，非常感谢这个群里的学长学姐已经群里的小伙伴们。后来群里发了另一个复试热点群，复试期间，这个群里分享好多新的热点，比如ChatGPT、人工智能是否可以取代老师等。3.重视模考！模考！模考！模考结果不理想没关系，所有的模拟考试都是为最终的考试服务，模拟考试里暴露出来的问题需要引起高度重视，这都是自己目前薄弱的地方。05 918学前教育理论经验■  918学前教育理论复习总体安排7-12月每天至少3小时，10月份开始做918真题。■  918学前教育理论复习注意要点参考书教材一定要买。教材是第一位，也是复习的关键所在，笔记及课程只是起到辅助作用，因为笔记只是总结知识点的过程，但是笔记上有的课本上都会有。专业课二复习的思路跟专业课一很相似。先细细的读，把书读透、读厚；再梳理大框架，把书读薄。最后我想说：感谢这位同学为大家带来这么详细的经验贴，希望能为24考研的宝宝们带来一些启发。同时也呼吁往年上岸的学长学姐也能给我积极投稿哦，用经验贴为新一届考研人点亮明灯，还能获得我为大家准备的千元助学金哦！ ,微博网页版,,,https://wx4.sinaimg.cn/orj360/006ysikEgy1hddhfy9wwzj30jz0h3grx.jpg,https://weibo.com/6005936072/MEczwfe9n,2,0,4,黄V认证,neutral,0.25058457255363464,0.45262765884399414,0.2967877984046936
4895239707827994,2023-04-27 20:45,四时常来往,https://weibo.com/6855782800?refer_flag=1001030103_,今天又一次挑战了自我急速学习当代文学然后笔试答题+英语面试英语面试时老师甚至文了chatgpt，绞尽脑汁在颅内搜罗词汇才答出了我想表达的内容，之后还是得继续学习英语，这段时间只听了英语播客，虽然听懂内容上没什么大问题，但很多词汇在自己要用到的时候就想不起来了，非常影响表达，终身学习还是非常必要的呀 ,微博网页版,,,,https://weibo.com/6855782800/MDXCqwQpY,0,0,0,没有认证,neutral,0.3104208707809448,0.3698486387729645,0.3197304308414459
4894529646497969,2023-04-25 21:44,会计老师赵川,https://weibo.com/5516566765?refer_flag=1001030103_,chatgpt说他觉得会计人员不会被人工智能淘汰，这答题的逻辑不就是我们面试的答题逻辑吗 ​​​,微博网页版,,,https://wx3.sinaimg.cn/orj360/0061kX1jly1hdca0qjzr1j31770ifwsi.jpg,https://weibo.com/5516566765/MDF9argpX,0,0,1,黄V认证,negative,0.5331975221633911,0.3780039846897125,0.08879845589399338
4894473190904790,2023-04-25 18:00,为民公考-黄药师,https://weibo.com/6041074160?refer_flag=1001030103_,#为民公考面试真题评价# 2023年4月24日下午陕西省考面试题2.ChatGPT，人工智能火爆，有的人说是利大于弊，有的人说是弊大于利，请问你怎么看?这就是一道老题，还是那个配方，还是那个味道，新瓶装旧酒。1.要快速建立框架，确定每一个层次内容的重点，方便答题不中断。2.要确保扣题，才能让老题焕发新意，正如同样还是那个白酒，换个商标就是新品牌了，所以答题的时候你还要扣上ChatGPT的外壳。3.结合一下实际，利弊分析的时候结合具体应用，答题会相对来说显得思考的深了一些。 ,微博网页版,,,,https://weibo.com/6041074160/MDDG73Nno,1,0,6,黄V认证,neutral,0.34828633069992065,0.4340614974498749,0.21765224635601044
4894455670247236,2023-04-25 16:50,国外问卷调查qq,https://weibo.com/2490856102?refer_flag=1001030103_,泰安柒柒：如何用ChatGPT回答国外问卷的开放题？大家好，我们在做国外问卷的时候经常会遇到一些棘手的开放题，尤其是我们批量去做的时候，如果答案都一样，极有可能会导致不下卡。一般我们遇到开放题都是用百度谷歌等浏览器去搜题的。这种方式其实是比较繁琐的，不仅要搜题，还要翻译而使用ChatGPT的话遇到开放题我们的效率会大大提高。其实不只是开放题，有一些比较难的题也可以用ChatGPT来进行解答，将国外问卷和ChatGPT二者结合来答题其实是一个非常不错的选择。 ,微博网页版,,,,https://weibo.com/2490856102/MDDdR12jG,0,0,0,没有认证,neutral,0.2891017198562622,0.3833574652671814,0.3275408446788788
