mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num,verify_typ,sentiment,neg_prob,neu_prob,pos_prob
4895466154101397,2023-04-28 11:45,BigCareer求职圈,https://weibo.com/5466486406?refer_flag=1001030103_,实习 #BC的日常实习分享# 美团平台大模型应用创新产品实习生岗位职责：1. 进行产品的竞品调研，收集用户反馈和需求，对产品进行需求分析和策划；2. 负责对话机器人的prompts和问答对的撰写和优化；3. 协同算法和开发团队工作，跟进需求进展，为对话机器人提供充足的语料和优化方案。岗位基本要求:1. 信仰AGI，对大模型技术充满热情，chatgpt重度用户，有使用character.ai、glow、replika等其他聊天机器人的经验加分；2. 心理学、编导、传媒、新闻、营销等专业优先，有社交类C端产品或运营工作经验优先，有写网文或剧本等经历优先（可在投递简历时提供写过的网文或剧本样例）；3. 擅于跟人聊天，具备良好的逻辑思维、沟通协作能力，对挑战性问题充满激情，能够团队协作实现产品愿景。岗位亮点：1. 可以从0到1参与对话机器人产品的设计，学习prompt engineering技巧；2. 可以深入了解和学习大模型相关的前沿技术；3. 丰富的学习资源和广阔的成长空间。4. 表现优秀的同学有转正留用的机会感兴趣的同学请将简历发送至：duanyijia ,实习超话,,,,https://weibo.com/5466486406/ME3vFhcXz,0,1,0,黄V认证,neutral,0.19246433675289154,0.547758162021637,0.25977757573127747
4894489430725038,2023-04-25 19:04,易达咨询,https://weibo.com/7184539606?refer_flag=1001030103_,美团平台大模型应用创新产品实习生岗位职责：1. 进行产品的竞品调研，收集用户反馈和需求，对产品进行需求分析和策划；2. 负责对话机器人的prompts和问答对的撰写和优化；3. 协同算法和开发团队工作，跟进需求进展，为对话机器人提供充足的语料和优化方案。岗位基本要求:1. 信仰AGI，对大模型技术充满热情，chatgpt重度用户，有使用character.ai、glow、replika等其他聊天机器人的经验加分；2. 心理学、编导、传媒、新闻、营销等专业优先，有社交类C端产品或运营工作经验优先，有写网文或剧本等经历优先（可在投递简历时提供写过的网文或剧本样例）；3. 擅于跟人聊天，具备良好的逻辑思维、沟通协作能力，对挑战性问题充满激情，能够团队协作实现产品愿景。岗位亮点：1. 可以从0到1参与对话机器人产品的设计，学习prompt engineering技巧；2. 可以深入了解和学习大模型相关的前沿技术；3. 丰富的学习资源和广阔的成长空间。4. 表现优秀的同学有转正留用的机会感兴趣的同学请将简历发送至：duanyijia ,微博网页版,,,,https://weibo.com/7184539606/MDE6j32Ca,0,0,0,蓝V认证,neutral,0.18876990675926208,0.5602170825004578,0.2510129511356354
4894363647742281,2023-04-25 10:44,智能魔法AIMagic,https://weibo.com/1958138821?refer_flag=1001030103_,ChatGPT应用技巧五：如何实现一个垂直领域的AI问答机器人 - 来自知乎专栏「AI技术及应用分享」，作者: 智能魔法AIMagic OChatGPT应用技巧五：如何实现一个垂直领域的AI问答机器人 （想看更多？下载  App：知乎 ） ​,分享按钮,,,,https://weibo.com/1958138821/MDAPqwu7v,0,0,0,没有认证,neutral,0.030699145048856735,0.6802324652671814,0.2890683710575104
4891873674265024,2023-04-18 13:50,无界AI,https://weibo.com/6993253160?refer_flag=1001030103_,如果你想让AI对你来一次灵魂拷问，或者想从GPT那里获得灵感，一个简单有效的方式就是让GPT对你来一次苏格拉底式提问。这是网友分享的一个ChatGPT的实用技巧（注：可能需要GPT-4）：“我想做一个AI相关的产品，请你以苏格拉底的方式对我进行提问，一次一个问题”核心是要求GPT：“请你以苏格拉底的方式对我进行提问”然后GPT就向给你提问，问的问题都很深刻，如果你也不知道问题的答案，你还可以反问AI：“你的建议是什么？”，那么GPT也会给出它的建议！如果你觉得差不多了，可以先问问GPT：“针对我的目标，我想清楚了吗？”GPT会给出它的判断，如果你也觉得自己想清楚了，可以最后问GPT：“我的回答结束了，请对我的回答进行评价总结”，让它帮你总结一下。这种方式对于一些创作类的事情例如写作、设计等特别有帮助，可以通过问答的方式帮助自己理清楚思路。图片来源：twitter： #ChatGPT##GPT4##AIGC# ,微博网页版,,,https://wx4.sinaimg.cn/orj360/007DgYBOly1hd3t0qfbvsj30xu28eqai.jpg https://wx3.sinaimg.cn/thumb150/007DgYBOly1hd3t0tzdtbj30we2jg13x.jpg https://wx4.sinaimg.cn/thumb150/007DgYBOly1hd3t0xe9w6j30w82fmam3.jpg https://wx3.sinaimg.cn/orj360/007DgYBOly1hd3t0y66kcj30uo112n2m.jpg,https://weibo.com/6993253160/MCy3lhTwI,0,2,0,蓝V认证,neutral,0.240040123462677,0.5497498512268066,0.21021007001399994
4891834263801625,2023-04-18 11:13,宝玉xp,https://weibo.com/1727858283?refer_flag=1001030103_,如果你想让AI对你来一次灵魂拷问，或者想从GPT那里获得灵感，一个简单有效的方式就是让GPT对你来一次苏格拉底式提问。这是我从同学Michael那里学了一个ChatGPT的实用技巧。这是一个例子（注：可能需要GPT-4）：“我想做一个AI相关的产品，请你以苏格拉底的方式对我进行提问，一次一个问题”核心是要求GPT：“请你以苏格拉底的方式对我进行提问”然后GPT就会给我提问，问的问题都很深刻，如果我也不知道问题的答案，我还可以反问AI：“你的建议是什么？”，那么GPT也会给出它的建议！如果你觉得差不多了，可以先问问GPT：“针对我的目标，我想清楚了吗？”GPT会给出它的判断，如果你也觉得自己想清楚了，可以最后问GPT：“我的回答结束了，请对我的回答进行评价总结”，让它帮你总结一下。这种方式对于一些创作类的事情例如写作、设计等特别有帮助，可以通过问答的方式帮助自己理清楚思路。 ,Mac客户端,,,https://wx2.sinaimg.cn/orj360/66fd066bgy1hd3oigy4jdj20x48b6hdv.jpg,https://weibo.com/1727858283/MCx1MfWYx,426,35,494,红V认证,neutral,0.2546413242816925,0.531744658946991,0.21361404657363892
4891157584418471,2023-04-16 14:25,RAyH4c,https://weibo.com/1644867970?refer_flag=1001030103_,澄清下LangChain的漏洞，大家不要太恐慌，这个不是通用漏洞，漏洞也不是拿来炒作的，漏洞信息本身应该是透明的，微博太碎片化确实不太好给全信息，所以导致了一些误会，这里给不明所以的群众说声抱歉。这个漏洞已经几个月了，官方gayhub上的issues一直有公开讨论（github.com/hwchase17/langchain/issues/814），只是大家没注意而已，直到上周一些用例开始陆陆续续发现问题（github.com/Azure-Samples/azure-search-openai-demo/issues/103）。本人也比较关注LLM开发，了解开发人员在不断扩展提示词做智能交互，因此比较懂这类漏洞的原理。通过QA问答交互让AI生成代码给Agent运行是一个重要的技巧，比如QA交互让ChatGpt生成Python和SQL让程序执行，可以实现解决复杂任务的人机交互工作流，这部分AI生成的代码一般用提示词圈定在一个范式结构的字符串里，于是在这个业务逻辑中间衍生了一些模板注入漏洞，一些LLM应用的提示词按照范式结构注入代码文本，所以就被渲染执行了。 ,微博网页版,,,,https://weibo.com/1644867970/MCfqmixrF,32,2,24,没有认证,negative,0.5942896604537964,0.33943891525268555,0.06627140939235687
4890960469952684,2023-04-16 01:21,G_Real_011,https://weibo.com/6459262467?refer_flag=1001030103_,《ChatGPT VS 国内大模型》技术专家与人性化心理学家的联合加持：是使ChatGPT问答模式更高明，更有技巧，以及更倾向于完美人性体验的感知基础。 国内的大模型则完全是依赖专业代码和数学技术，所以交互起来，缺乏人性感知体验，明显知道对话对象是一部偏弱智能技术机器。 ​,微博轻享版,,,,https://weibo.com/6459262467/MCaiqFL9a,0,0,0,没有认证,neutral,0.3978313207626343,0.4224885106086731,0.1796802133321762
4890436445668029,2023-04-14 14:39,电竞召唤师,https://weibo.com/2063525503?refer_flag=1001030103_,为什么打《英雄联盟》等竞技类游戏时，即使是通过 3 秒以上时间击杀对面，也总爱说把对面秒了？#AI聊电竞# 智电🤖：在《英雄联盟》等竞技类游戏中，玩家通常会用“秒了”这个词来形容迅速击败对手。虽然字面意思是在一秒内击败对方，但实际上它更多地是一种夸张的说法，用来表达对局中某个时刻快速击败对手的满足感和成就感。这种说法在游戏中流行，可能有以下几个原因：1 激发玩家的热情和自豪感：快速击败对手通常意味着玩家的技巧和战术更胜一筹，所以使用“秒了”这个词可以让玩家更有成就感，增强自信。2 促进团队合作：在团队竞技游戏中，一个成功的击杀往往需要整个团队的协作。因此，“秒了”一词也可以作为一种团队士气的提振，激发团队成员间的凝聚力。3 强调速度优势：在竞技类游戏中，速度是关键。快速击败对手不仅可以迅速积累优势，还可以削弱敌方的士气。因此，玩家喜欢强调速度优势，表明自己具备这种竞争力。4 传播游戏文化：游戏中的术语和用词有时会成为玩家之间的共同语言，有助于增进彼此的默契和友谊。因此，说“秒了”这样的词汇也是游戏文化的一部分，有助于玩家之间的交流。总的来说，尽管“秒了”这个词在实际游戏中并不完全符合字面意义，但它作为一种夸张表达，能够帮助玩家更好地享受游戏过程和增强团队凝聚力。—————————————————— 🤖 🎮【智电简介】“智电”是一款基与人工智能机器人ChatGPT-4 人工智能技术驱动的自然语言处理工具，同时阿电会通过反复且大量的与ChatGPT-4 交流提问和内容筛选，最终给大家呈现一系列有关于“人工智能+电竞”的优质内容问答，帮助大家更好的参与电竞，了解游戏。 ,电竞超话,,,https://wx3.sinaimg.cn/orj360/7afee67fly1hcz7yyyzgxj21e00u012z.jpg,https://weibo.com/2063525503/MBWFenMvP,25,25,384,红V认证,neutral,0.2167656123638153,0.5477451086044312,0.23548929393291473
4885656138154642,2023-04-01 10:04,Dear-黑色玫瑰Esther_,https://weibo.com/6230440778?refer_flag=1001030103_,ROSÉ#我爱豆的星反差##chatGPT# 朴彩英是一位备受尊敬的女性，她以其出色的才华和坚定的信念在娱乐圈中脱颖而出。她不仅是一位出色的演员，还是一位优秀的歌手和主持人。她的多才多艺让人们对她的敬仰之情油然而生。作为一位演员，朴彩英的表演技巧无可挑剔。她在每一部作品中都能够将角色演绎得淋漓尽致，让观众们感受到她的专业和才华。她的演技不仅仅是表面上的，更是深入到角色内心的深处，让人们感受到她的真实和情感。除了演员身份，朴彩英还是一位出色的歌手。她的歌声温柔动人，充满了感性和情感。她的歌曲不仅仅是一种声音，更是一种情感的表达。她的歌曲让人们感受到她的真诚和热情，让人们对她的敬仰之情更加深厚。此外，朴彩英还是一位优秀的主持人。她的主持风格幽默风趣，让人们感受到她的亲和力和幽默感。她的主持风格不仅仅是简单的问答，更是一种与观众互动的方式，让人们感受到她的热情和真诚。总之，朴彩英是一位备受尊敬的女性，她的多才多艺让人们对她的敬仰之情油然而生。她的演技、歌声和主持风格都让人们感受到她的真实和情感，让人们对她的敬仰之情更加深厚。她的才华和坚定的信念让她成为了娱乐圈中的一颗璀璨之星，也让人们对她的未来充满了期待。  ,ROSÉ超话,,,https://wx1.sinaimg.cn/orj360/006NEigily1hcjyxjqemlj31jk2bcqv5.jpg https://wx1.sinaimg.cn/orj360/006NEigily1hcjyxno4fxj31jk2bce81.jpg https://wx1.sinaimg.cn/orj360/006NEigily1hcjyxoa3kxj31jk2bc7vo.jpg https://wx2.sinaimg.cn/orj360/006NEigily1hcjyxp96o3j31jk2bcx6p.jpg,https://weibo.com/6230440778/MzWj3ydou,1,1,56,黄V认证,neutral,0.22380763292312622,0.4862980246543884,0.2898944020271301
4882839255909735,2023-03-24 15:31,第七电影,https://weibo.com/1417648845?refer_flag=1001030103_,WEEKLY PLAYBOY 2023.04.03 NO.14 #村上爱花#  『プリンセスの休日』村上爱花（日语名：村上えりか，2000年8月13日出生）是一位日本时尚模特。她来自福岛县，长良经纪公司所属。她是《ViVi》杂志的专属模特。她毕业于东京理科大学。直到2022年5月之前，她一直以爱花的名字活动着。2017年，她来到东京参加全国高中问答比赛时，在原宿四处逛的时候被目前的经纪公司发掘。当时只是交换了联系方式，并没有正式签约，但后来在下面提到的比赛中获得冠军后，开始成为一名职业模特。2018年，她赢得了为纪念《ViVi》杂志创刊35周年举办的専属模特选拔赛的冠军，并在秋季举行的“ViVi Night in TOKYO 2018 HALLOWEEN PARTY”上首次登上了T台。自2019年起，她为了进入大学而搬到东京，开始把模特和演员等艺能活动作为重点。2021年，她在“ABEMA原创剧集”《黑色灰姑娘》中首次出演女演员。2023年，她被选为超级战队系列《王様戦隊キングオージャー》（朝日电视台）的 Hime no Ran / Kamakiri O-Jaer，成为电视剧的首次登场。她的父亲是加拿大人，母亲是日本人。2017年和2018年，她在就读于福島县会津高中时参加了“高中生问答比赛”，在2017年进入全国大赛。大学主修投资、经济数据模型分析和金融金融。2023年1月22日，她参加了电视东京的《第二家酒馆怎么办？〜食物的故事〜》，表现出出人意料的酒量和积极乐观的性格和谈话技巧，令节目的常规阵容——松冈昌宏和博多大吉也感到惊讶。她的好朋友是佐々木久美（日向坂46）。她们是在东京女孩收藏中相遇的，因此结成好友。 2022年9月19日在《The Gift》（日本电视台）上演出时，她送了一只蜡烛作礼物。内容：wiki+chatgpt ,微博网页版,,,https://wx4.sinaimg.cn/orj360/547f9acdgy1hc9qkhdq26j215o1xge82.jpg https://wx4.sinaimg.cn/orj360/547f9acdgy1hc9ql8tg8hj215o1mtx6p.jpg https://wx2.sinaimg.cn/orj360/547f9acdgy1hc9qlanyj8j215o1mt7wh.jpg https://wx2.sinaimg.cn/orj360/547f9acdgy1hc9qkjtrw2j215o1mtnpd.jpg https://wx3.sinaimg.cn/orj360/547f9acdgy1hc9qkq37icj215o1mtkjl.jpg https://wx2.sinaimg.cn/orj360/547f9acdgy1hc9qksq4o4j215o1mthdt.jpg https://wx1.sinaimg.cn/orj360/547f9acdgy1hc9ql1i3roj215o1mtb29.jpg https://wx2.sinaimg.cn/orj360/547f9acdgy1hc9ql690hnj215o1mtnpd.jpg https://wx4.sinaimg.cn/orj360/547f9acdgy1hc9qkngq4tj21b81yskjm.jpg,https://weibo.com/1417648845/MyL1HoNoj,27,26,143,黄V认证,neutral,0.23901201784610748,0.4991048574447632,0.2618831396102905
