mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num,verify_typ,sentiment,neg_prob,neu_prob,pos_prob
4897802436482702,2023-05-04 22:29,南梁不知名起居郎,https://weibo.com/5936281227?refer_flag=1001030103_,我真的觉得平时作业尤其是那种论述性的小作文是这个世界上最没用的东西，搁以前我可能还高抬贵手轻轻一写，搁现在一看只要不查重立马丢给chatgpt ​,HUAWEI P30 Pro,,,,https://weibo.com/5936281227/MF2hRrcrI,0,0,0,没有认证,negative,0.5988176465034485,0.2552070617675781,0.14597538113594055
4897801818867050,2023-05-04 22:26,我不要熬夜了sss,https://weibo.com/5944322556?refer_flag=1001030103_,ddl全堆一起了    已经有买chatgpt帮我写作业的冲动了……   老师们布置作业能商量时间就好了 ​,Android,,,https://wx2.sinaimg.cn/orj360/006uhLQggy1hdmprtqg0bj30u01uotel.jpg,https://weibo.com/5944322556/MF2gRBcIW,0,0,0,没有认证,neutral,0.3255428075790405,0.35771963000297546,0.3167375922203064
4897797025833236,2023-05-04 22:07,Qaqqvqwww,https://weibo.com/6086319635?refer_flag=1001030103_,ChatGPT，啊，科技改变生活！！！帮我写了作业，之前我头疼得要炸了，感谢！ ​,iPhone客户端,,,,https://weibo.com/6086319635/MF298otus,1,4,3,没有认证,positive,0.18040484189987183,0.20745337009429932,0.6121417880058289
4897795939769400,2023-05-04 22:03,終歰,https://weibo.com/5242951965?refer_flag=1001030103_,chatgpt真是谁用谁知道 我这学期的所有大作业小作业调研报告全都是在chatgpt帮助下完成的只需要提供思路 它就会帮你完成所有 ​,iPhone客户端,,,,https://weibo.com/5242951965/MF27nEZsY,0,2,0,没有认证,neutral,0.17215095460414886,0.4620051383972168,0.36584389209747314
4897780524654139,2023-05-04 21:02,Yang_Lsama,https://weibo.com/5667562029?refer_flag=1001030103_,ChatGPT能不能带来学术加速我不知道，反正确实带来作业加速了 ​,荣耀70 Pro 5G,,,https://wx4.sinaimg.cn/orj360/006byvMNly1hdmnf5jomjj31400u0adw.jpg,https://weibo.com/5667562029/MF1IwjwKL,0,0,0,没有认证,neutral,0.22539909183979034,0.5172523260116577,0.2573486268520355
4897774494288503,2023-05-04 20:38,稀饭是小周,https://weibo.com/5840247319?refer_flag=1001030103_,开始用chatgpt写作业了 ​,OPPO Reno6 5G,,,,https://weibo.com/5840247319/MF1yNhZDp,0,0,0,没有认证,neutral,0.21099604666233063,0.5247811079025269,0.2642228603363037
4897774074594303,2023-05-04 20:36,去海滩捡垃圾,https://weibo.com/7422360118?refer_flag=1001030103_,自从用了chatgpt我的写作业速度🚀🚀🚀 ​,iPhone客户端,,,,https://weibo.com/7422360118/MF1y7jhbF,0,0,0,没有认证,positive,0.12031843513250351,0.36005663871765137,0.5196250081062317
4897771053913630,2023-05-04 20:24,蕃鼠球,https://weibo.com/7726202689?refer_flag=1001030103_,我想把我全部的作业都抛给ChatGPT写 ​,,,,,https://weibo.com/7726202689/MF1tfgq74,0,1,0,没有认证,neutral,0.20657069981098175,0.5267872214317322,0.2666420340538025
4897757455715270,2023-05-04 19:30,天天天天在发疯泗,https://weibo.com/5635373224?refer_flag=1001030103_,ChatGPT太好用了我的作业神器 ​,iPhone客户端,,,,https://weibo.com/5635373224/MF17jnYNM,0,0,0,没有认证,positive,0.11525094509124756,0.1781993806362152,0.7065497040748596
4897747411142903,2023-05-04 18:50,雨欣咯咯咯,https://weibo.com/6362370765?refer_flag=1001030103_,#雨欣的碎碎念# 我妈让我教孙雨莀写征文，我直接用chatgpt 帮她写。她在旁边看我写，问我吃什么。我说，你脚好臭，先出去洗洗脚吧。写完之后，出了书房的门她在看电视，我：我们出去吃麦当劳，快点穿衣服。雨莀：好的我：你有我这么个姐姐幸福吧。又帮你写作业，还领你吃汉堡。雨莀：幸福。但是姐，脚臭并不是我的问题。我不穿袜子的时候脚很香，穿袜子就变臭了，你冤枉我了。哈哈哈哈哈被她可爱到了 ,iPhone 13,,,,https://weibo.com/6362370765/MF0R74NjV,0,4,1,没有认证,negative,0.4484446346759796,0.29988715052604675,0.25166821479797363
4897717078462381,2023-05-04 16:50,請隔著枕頭對我說,https://weibo.com/6553168227?refer_flag=1001030103_,chatgpt怎么用我c语言作业要用……… ​,iPhone客户端,,,,https://weibo.com/6553168227/MF04bzvs1,0,0,0,没有认证,negative,0.51724773645401,0.37688109278678894,0.10587125271558762
4897699776430376,2023-05-04 15:41,是弯弯的十一哦,https://weibo.com/6480648481?refer_flag=1001030103_,不会用ChatGPT写作业的孩子不是“好孩子”🤓 ​,荣耀70 5G,,,,https://weibo.com/6480648481/MEZChqYPK,0,0,4,没有认证,neutral,0.28203925490379333,0.4362291097640991,0.2817316949367523
